MR ID,MR Date,Subject,ScanId,ScanType,SeriesDesc,Project,stat_mean,stat_snr,stat_stddev,AGAR_SFNR,PercentFluctuation,Drift,rdc,meanfwhmx,meanfwhmy,meanfwhmz,meanghost,meanbrightghost,driftfit,BIRN_HUMAN_MEAN,BIRN_HUMAN_SNR,BIRN_HUMAN_SFNR,BIRN_HUMAN_MEAN_MASKED_FWHMX,BIRN_HUMAN_MEAN_MASKED_FWHMY,BIRN_HUMAN_MEAN_MASKED_FWHMZ,XNAT_QCASSESSMENTDATA ID,Scanner,Subject Label
AGAR_ABCD07_32chBay2_20190131,2019-01-31,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,321.2,65.2,0.24,66.2,0.08,0.9,24.7,2.127,1.735,1.117,4.56,10.903,0.49,563.7,124.5,109.3,2.271,1.946,1.718,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190131,2019-01-31,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,510.7,408.1,0.09,407.3,0.02,0.18,20.0,2.829,2.394,2.897,3.437,7.071,0.13,766.6,590.9,580.9,3.293,3.06,4.319,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190207,2019-02-07,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,519.0,414.7,0.1,412.3,0.02,0.21,15.9,2.855,2.436,2.949,3.434,7.205,0.15,788.7,622.7,595.0,3.472,3.032,4.421,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190207,2019-02-07,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,325.9,67.1,0.3,66.7,0.09,1.16,19.6,2.129,1.743,1.165,4.548,11.578,0.57,574.8,124.1,110.4,2.331,2.004,1.73,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190211,2019-02-11,HCPIntradb_S04439,9,fMRI,ABCD_QA_fMRI,Prisma_QC,338.3,66.7,0.27,70.4,0.08,0.73,21.3,2.134,1.741,1.113,4.425,10.536,0.36,659.1,142.3,121.5,2.229,1.827,1.477,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190211,2019-02-11,HCPIntradb_S04439,12,fMRI,FBIRN_QA_fMRI_flip10,Prisma_QC,100.6,79.1,0.06,79.8,0.06,0.44,25.2,2.538,1.977,2.439,10.481,12.835,0.21,158.1,120.8,124.1,2.536,2.002,1.355,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190211,2019-02-11,HCPIntradb_S04439,11,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,546.9,420.9,0.13,427.8,0.02,0.25,14.5,2.987,2.558,3.093,3.476,7.324,0.18,911.2,634.5,657.5,3.528,3.078,4.515,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190211,2019-02-11,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,340.1,68.7,0.28,70.8,0.08,0.99,22.2,2.135,1.743,1.123,4.531,10.855,0.58,665.3,144.2,122.0,2.344,2.034,1.768,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190220,2019-02-20,HCPIntradb_S04439,12,fMRI,FBIRN_QA_fMRI_flip10,Prisma_QC,98.7,79.8,0.06,78.6,0.07,0.49,25.0,2.542,1.987,2.414,10.358,12.591,0.23,145.4,115.9,114.4,2.549,2.006,1.388,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190220,2019-02-20,HCPIntradb_S04439,9,fMRI,ABCD_QA_fMRI,Prisma_QC,333.4,70.6,0.28,69.6,0.08,0.77,20.5,2.134,1.742,1.142,4.379,10.539,0.37,627.1,139.3,117.4,2.212,1.811,1.365,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190220,2019-02-20,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,335.7,68.7,0.27,70.2,0.08,1.16,21.7,2.133,1.741,1.121,4.509,10.976,0.66,633.5,133.4,118.2,2.318,2.03,1.811,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190220,2019-02-20,HCPIntradb_S04439,11,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,534.9,414.5,0.11,419.3,0.02,0.2,16.3,2.906,2.45,3.022,3.373,7.075,0.12,865.3,630.8,632.3,3.336,2.998,4.365,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190225,2019-02-25,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,513.7,407.2,0.1,410.1,0.02,0.19,18.5,2.811,2.366,2.874,3.492,7.283,0.11,779.5,614.0,593.2,3.199,2.891,3.924,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190225,2019-02-25,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,326.3,68.6,0.26,68.9,0.08,1.06,23.2,2.128,1.74,1.115,4.576,11.043,0.74,578.2,131.1,112.4,2.282,1.955,1.693,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190305,2019-03-05,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,498.8,393.8,0.1,396.1,0.02,0.19,16.6,2.783,2.341,2.791,3.447,6.95,0.14,748.2,581.4,570.7,3.191,2.939,3.944,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190305,2019-03-05,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,312.6,64.2,0.24,64.6,0.08,1.22,23.7,2.126,1.737,1.108,4.588,10.783,0.79,551.5,120.9,107.5,2.362,2.066,1.893,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190312,2019-03-12,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,336.5,73.2,0.27,70.5,0.08,1.23,21.0,2.128,1.739,1.114,4.413,10.439,0.79,570.7,130.4,112.4,2.324,1.992,1.767,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190312,2019-03-12,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,531.8,404.6,0.11,426.9,0.02,0.22,15.0,2.845,2.407,2.962,3.254,6.605,0.14,774.7,596.9,591.4,3.352,3.027,4.234,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190320,2019-03-20,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,549.3,440.2,0.11,440.6,0.02,0.19,16.7,2.92,2.499,3.133,3.233,6.583,0.11,802.0,603.4,607.2,3.428,3.188,4.362,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190320,2019-03-20,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,344.3,71.7,0.28,73.6,0.08,1.11,21.4,2.133,1.742,1.126,4.431,10.461,0.75,587.5,133.1,115.3,2.321,2.023,1.696,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190322,2019-03-22,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,542.8,412.4,0.1,431.0,0.02,0.17,19.1,2.894,2.435,2.988,3.301,6.845,0.1,814.9,612.8,604.4,3.395,3.124,4.419,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190322,2019-03-22,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,344.4,73.6,0.26,72.1,0.07,0.93,21.8,2.13,1.741,1.11,4.436,10.685,0.65,599.2,134.3,115.6,2.323,2.013,1.9,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190326,2019-03-26,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,351.7,74.4,0.26,74.9,0.07,1.0,22.3,2.133,1.746,1.119,4.357,10.247,0.7,599.4,135.2,116.8,2.511,2.139,2.186,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190326,2019-03-26,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,559.4,441.2,0.12,449.5,0.02,0.13,14.6,2.843,2.405,2.942,3.263,6.787,0.05,817.2,657.2,629.0,3.744,3.496,5.047,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190331,2019-03-31,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,335.8,68.2,0.26,70.7,0.08,1.05,21.4,2.124,1.732,1.119,4.382,10.275,0.74,571.6,127.5,113.0,2.283,1.953,1.687,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190331,2019-03-31,HCPIntradb_S04439,12,fMRI,FBIRN_QA_fMRI_flip10,Prisma_QC,97.6,79.3,0.06,80.1,0.06,0.35,24.4,2.524,1.933,2.453,11.012,13.241,0.09,135.8,108.9,110.7,2.505,1.857,0.943,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190331,2019-03-31,HCPIntradb_S04439,11,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,528.0,414.9,0.1,425.2,0.02,0.19,16.4,2.841,2.385,3.023,3.331,6.803,0.13,776.9,601.3,597.0,3.126,2.794,3.945,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190331,2019-03-31,HCPIntradb_S04439,9,fMRI,ABCD_QA_fMRI,Prisma_QC,334.7,72.2,0.25,70.4,0.07,0.72,23.1,2.123,1.732,1.11,4.288,10.089,0.36,569.0,128.1,113.3,2.176,1.794,1.06,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190402,2019-04-02,HCPIntradb_S04439,10,fMRI,ABCD_QA_fMRI,Prisma_QC,339.6,71.5,0.23,72.7,0.07,0.74,26.4,2.125,1.734,1.12,4.332,10.469,0.41,573.0,128.1,114.5,2.18,1.797,1.174,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190402,2019-04-02,HCPIntradb_S04439,13,fMRI,FBIRN_QA_fMRI_flip10,Prisma_QC,98.7,80.1,0.06,80.6,0.06,0.37,25.6,2.531,1.958,2.404,10.884,13.119,0.05,136.2,109.7,110.6,2.508,1.905,0.922,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190402,2019-04-02,HCPIntradb_S04439,9,fMRI,ABCD_QA_fMRI,Prisma_QC,341.3,71.7,0.26,72.9,0.08,1.18,23.0,2.126,1.737,1.107,4.433,10.727,0.73,575.7,131.0,114.1,2.256,1.943,1.627,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190402,2019-04-02,HCPIntradb_S04439,12,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,537.9,441.4,0.1,432.5,0.02,0.17,16.2,2.828,2.389,2.914,3.332,6.889,0.1,785.3,623.6,604.1,3.109,2.808,3.892,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190404,2019-04-04,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,328.7,71.1,0.26,70.1,0.08,1.14,23.2,2.129,1.738,1.151,4.43,10.697,0.73,572.9,129.2,111.4,2.409,2.111,1.92,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190404,2019-04-04,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,525.5,429.4,0.11,420.8,0.02,0.17,16.4,2.852,2.401,2.975,3.3,6.767,0.11,781.8,610.2,589.0,3.633,3.434,4.578,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190410,2019-04-10,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,527.7,406.2,0.1,425.0,0.02,0.27,17.4,2.834,2.381,2.987,3.206,6.459,0.21,777.8,595.4,596.0,3.216,2.817,3.964,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190410,2019-04-10,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,335.5,68.1,0.26,70.8,0.08,1.27,22.3,2.129,1.742,1.124,4.43,10.561,0.88,572.2,127.1,112.1,2.446,2.088,2.131,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190420,2019-04-20,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,533.5,440.1,0.11,426.7,0.02,0.16,17.0,2.842,2.398,2.966,3.317,6.766,0.07,789.3,613.9,598.2,3.33,2.998,4.351,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190420,2019-04-20,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,336.6,68.1,0.25,70.9,0.08,1.12,23.6,2.128,1.74,1.11,4.479,10.628,0.64,580.8,126.5,113.4,2.269,1.951,1.608,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190422,2019-04-22,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,538.3,428.5,0.12,428.8,0.02,0.22,16.6,2.869,2.416,3.044,3.206,6.73,0.15,808.7,583.6,603.3,3.741,3.315,5.01,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190422,2019-04-22,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,343.0,67.2,0.29,72.1,0.08,1.45,23.3,2.134,1.744,1.137,4.404,10.381,1.02,616.7,136.2,119.4,2.513,2.081,2.305,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190501,2019-05-01,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,347.6,73.7,0.27,74.8,0.08,1.18,23.1,2.133,1.743,1.132,4.549,11.16,0.75,599.8,134.8,116.5,2.293,1.95,1.774,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190501,2019-05-01,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,546.4,433.1,0.1,438.3,0.02,0.14,16.9,2.836,2.385,2.873,3.42,7.27,0.07,815.0,629.6,626.8,3.175,2.775,3.892,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190508,2019-05-08,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,544.1,438.9,0.1,437.7,0.02,0.14,15.7,2.858,2.403,3.012,3.563,7.569,0.08,784.0,621.4,596.8,3.138,2.777,3.861,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190508,2019-05-08,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,345.4,78.9,0.25,80.1,0.07,1.13,20.0,2.13,1.74,1.121,4.557,10.951,0.72,573.6,131.0,114.2,2.354,1.96,1.936,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190516,2019-05-16,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,330.0,66.3,0.25,69.5,0.07,1.01,24.7,2.125,1.731,1.109,4.437,10.3,0.73,563.2,121.2,110.7,2.254,1.917,1.605,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190516,2019-05-16,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,525.2,412.5,0.1,420.6,0.02,0.12,18.4,2.812,2.372,2.929,3.274,6.593,0.05,762.9,597.8,585.7,3.128,2.808,3.878,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190526,2019-05-26,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,552.1,433.2,0.09,442.1,0.02,0.23,19.7,2.839,2.405,2.977,3.201,6.475,0.21,798.7,599.8,609.7,3.772,3.162,5.027,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190526,2019-05-26,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,353.9,71.7,0.28,74.5,0.08,1.17,21.6,2.129,1.74,1.131,4.474,10.98,0.86,588.8,130.9,115.6,2.408,2.037,1.989,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190604,2019-06-04,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,348.5,72.4,0.35,72.2,0.1,1.25,15.8,2.138,1.755,1.155,4.395,10.534,0.71,585.0,126.7,114.1,2.293,1.986,1.692,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190604,2019-06-04,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,546.9,430.4,0.11,438.8,0.02,0.2,16.8,2.843,2.421,2.904,3.285,6.685,0.13,795.3,613.4,607.0,3.229,2.95,4.024,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190613,2019-06-13,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,546.7,456.5,0.12,438.9,0.02,0.24,13.5,2.892,2.445,3.032,3.169,6.512,0.17,787.1,631.5,592.9,3.457,3.018,4.335,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190613,2019-06-13,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,352.3,71.9,0.31,74.8,0.09,1.4,18.4,2.136,1.748,1.132,4.409,10.528,0.9,582.6,132.3,114.9,2.348,1.999,1.853,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190621,2019-06-21,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,353.7,74.2,0.28,73.0,0.08,1.16,22.6,2.129,1.741,1.111,4.478,10.99,0.76,582.7,126.9,113.4,2.387,2.057,1.902,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190621,2019-06-21,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,548.8,418.4,0.1,431.0,0.02,0.25,16.8,2.855,2.407,3.066,3.214,6.467,0.2,788.8,590.7,591.6,3.685,3.173,4.872,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190624,2019-06-24,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,355.9,74.5,0.26,74.4,0.07,1.04,22.2,2.133,1.745,1.109,4.409,10.437,0.71,586.7,129.7,114.0,2.277,1.955,1.668,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190624,2019-06-24,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,554.4,440.2,0.09,440.8,0.02,0.21,20.3,2.831,2.396,2.996,3.202,6.614,0.16,794.8,624.2,606.1,3.093,2.734,3.767,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190705,2019-07-05,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,352.1,68.5,0.28,70.3,0.08,0.88,20.6,2.13,1.743,1.129,4.566,11.746,0.6,588.0,126.7,112.5,2.269,1.953,1.71,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190705,2019-07-05,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,543.1,412.3,0.11,430.2,0.02,0.35,14.2,2.834,2.392,2.911,3.367,6.913,0.27,798.4,598.1,602.0,3.536,3.021,4.445,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190712,2019-07-12,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,342.0,67.1,0.3,70.8,0.09,1.06,20.3,2.129,1.743,1.121,4.432,10.815,0.8,596.1,129.0,115.2,2.29,1.962,1.68,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190712,2019-07-12,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,536.6,441.1,0.11,431.7,0.02,0.23,15.6,2.83,2.388,2.879,3.372,6.824,0.17,806.9,655.4,617.6,3.364,3.009,4.301,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190717,2019-07-17,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,337.8,69.2,0.25,69.1,0.08,1.1,22.8,2.136,1.753,1.108,4.48,10.766,0.7,572.3,126.7,111.8,2.292,2.007,1.636,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190717,2019-07-17,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,528.0,417.6,0.11,419.3,0.02,0.26,16.5,2.828,2.394,2.871,3.355,6.658,0.16,775.7,545.1,587.6,3.357,2.969,4.16,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190725,2019-07-25,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,537.8,428.4,0.11,428.1,0.02,0.16,15.7,2.806,2.364,2.897,3.247,6.624,0.1,782.0,579.7,591.9,3.135,2.814,3.911,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190725,2019-07-25,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,348.0,67.4,0.25,70.5,0.07,0.9,24.5,2.131,1.744,1.098,4.446,10.747,0.51,577.1,125.0,112.8,2.33,1.972,1.776,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190730,2019-07-30,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,548.3,430.0,0.09,436.0,0.02,0.27,17.2,2.938,2.48,3.158,3.237,6.72,0.24,844.4,642.6,635.4,3.268,2.892,4.041,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190730,2019-07-30,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,351.7,73.0,0.3,73.4,0.08,1.21,19.6,2.132,1.743,1.125,4.455,11.302,0.89,615.4,132.1,117.8,2.288,1.978,1.625,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190809,2019-08-09,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,354.8,73.1,0.29,73.1,0.08,1.0,20.8,2.137,1.75,1.168,4.458,11.652,0.78,619.1,139.0,116.6,2.31,2.0,1.747,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190809,2019-08-09,HCPIntradb_S04439,9,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,548.8,417.4,0.11,430.1,0.02,0.28,17.3,2.918,2.458,3.073,3.209,6.72,0.22,850.6,621.1,623.7,3.449,2.983,4.364,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190816,2019-08-16,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,341.7,71.4,0.35,69.8,0.1,1.02,17.6,2.128,1.74,1.102,4.366,10.658,0.55,594.9,132.6,114.7,2.27,1.934,1.654,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190816,2019-08-16,HCPIntradb_S04439,9,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,526.7,393.2,0.11,420.8,0.02,0.28,17.3,2.858,2.414,2.959,3.375,7.127,0.23,798.3,574.6,595.4,3.286,2.931,4.311,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190821,2019-08-21,HCPIntradb_S04439,9,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,568.6,452.4,0.13,454.4,0.02,0.21,13.8,2.89,2.451,3.015,3.344,7.055,0.17,835.1,654.9,633.7,3.235,2.878,3.91,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190821,2019-08-21,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,369.5,84.0,0.26,84.8,0.07,1.09,19.7,2.134,1.743,1.122,4.421,10.851,0.88,614.9,139.7,120.7,2.345,2.016,1.855,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190827,2019-08-27,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,358.5,73.3,0.27,75.0,0.08,1.03,21.5,2.132,1.743,1.148,4.324,10.389,0.72,591.0,127.6,115.3,2.373,2.062,1.958,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190827,2019-08-27,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,555.3,438.1,0.12,438.2,0.02,0.24,15.7,2.913,2.482,3.187,3.126,6.274,0.18,798.5,604.1,597.3,3.735,3.28,4.855,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190908,2019-09-08,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,362.0,74.1,0.29,76.7,0.08,1.27,21.1,2.142,1.758,1.206,4.289,10.209,0.84,598.0,131.6,116.7,2.267,1.97,1.735,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190908,2019-09-08,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,565.1,436.5,0.1,450.4,0.02,0.23,17.0,2.955,2.545,3.293,3.106,6.258,0.19,806.5,614.5,613.2,3.247,2.909,4.142,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190910,2019-09-10,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,348.8,69.7,0.31,72.9,0.09,1.27,18.8,2.125,1.742,1.159,4.293,10.483,0.88,579.0,129.4,114.5,2.279,2.036,1.809,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190910,2019-09-10,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,544.8,433.3,0.1,438.8,0.02,0.27,17.3,2.909,2.517,3.175,3.191,6.31,0.22,787.8,596.1,605.9,3.243,2.965,4.091,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190917,2019-09-17,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,523.8,410.2,0.09,419.4,0.02,0.15,21.2,2.808,2.37,2.901,3.293,6.664,0.11,777.4,480.8,593.1,3.188,2.939,4.078,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190917,2019-09-17,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,332.8,69.6,0.24,70.3,0.07,1.16,25.2,2.129,1.739,1.134,4.461,10.967,0.86,570.5,128.1,111.5,2.289,1.946,1.777,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190925,2019-09-25,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,354.4,76.1,0.24,74.4,0.07,0.93,23.8,2.129,1.74,1.098,4.372,10.286,0.67,595.4,133.2,116.0,2.299,2.028,1.785,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20190925,2019-09-25,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,558.1,441.5,0.1,448.0,0.02,0.2,18.1,2.81,2.344,2.859,3.247,6.609,0.14,809.8,631.7,615.6,3.53,3.292,4.601,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_32chBay2_20191001,2019-10-01,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,335.3,68.0,0.25,70.2,0.08,1.16,20.7,2.133,1.744,1.098,4.432,10.723,0.77,581.3,126.8,113.1,2.265,1.946,1.528,,AWP166038,AGAR_ABCD07
